dataset,feature_1,feature_2,spearman_rho,absolute_rho,pairwise_nonmissing_n,screening_zone,automatic_deletion,review_note
group_snapshot,raw_waiting_band_eligible_member_count,cohort_eligible_member_count,1.0,1.0,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_observed_fraction_max,member_history_max_unobserved_gap_sec_min,-0.9987737695666412,0.9987737695666412,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_observed_fraction_mean,member_history_max_unobserved_gap_sec_mean,-0.9942907190081886,0.9942907190081886,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_vy_mps_min,member_history_y_displacement_m_min,0.991866444112743,0.991866444112743,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_waiting_low_speed_time_sec_mean,member_waiting_low_speed_time_sec_max,0.9914323916432337,0.9914323916432337,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_vy_mps_mean,member_history_y_displacement_m_mean,0.991427310834334,0.991427310834334,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_observed_fraction_min,member_history_max_unobserved_gap_sec_max,-0.9913802711683708,0.9913802711683708,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_vy_mps_max,member_history_y_displacement_m_max,0.9896926833215451,0.9896926833215451,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_interpolated_fraction_mean,member_history_interpolated_fraction_max,0.9896318085320205,0.9896318085320205,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_observed_fraction_mean,member_history_observed_fraction_min,0.9886611099390955,0.9886611099390955,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_max_unobserved_gap_sec_mean,member_history_max_unobserved_gap_sec_max,0.9875466840458019,0.9875466840458019,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_observed_fraction_mean,member_history_max_unobserved_gap_sec_max,-0.9828657650617251,0.9828657650617251,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_waiting_band_dwell_sec_mean,member_waiting_band_dwell_sec_max,0.9816292482822966,0.9816292482822966,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_observed_fraction_min,member_history_max_unobserved_gap_sec_mean,-0.9800912681151395,0.9800912681151395,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_distance_to_crossing_line_m_mean,member_distance_to_crossing_line_m_min,0.977829057469692,0.977829057469692,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_distance_to_crossing_line_m_mean,member_distance_to_crossing_line_m_max,0.9654781840468708,0.9654781840468708,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_current_speed_mps_mean,member_current_speed_mps_max,0.9653925916687922,0.9653925916687922,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_window_low_speed_fraction_mean,member_window_low_speed_fraction_max,0.9616344681691232,0.9616344681691232,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,dbscan_centroid_y_m,member_distance_to_crossing_line_m_mean,-0.9587805308989293,0.9587805308989293,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_speed_mps_mean,member_history_mean_speed_mps_max,0.9457678008547146,0.9457678008547146,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,dbscan_centroid_y_m,member_distance_to_crossing_line_m_min,-0.9397561879446593,0.9397561879446593,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_waiting_band_dwell_sec_max,member_waiting_low_speed_time_sec_max,0.9240251299211916,0.9240251299211916,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_window_low_speed_fraction_mean,member_window_low_speed_fraction_min,0.9238498174454763,0.9238498174454763,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,dbscan_centroid_y_m,member_distance_to_crossing_line_m_max,-0.9212041611394695,0.9212041611394695,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_speed_mps_min,member_window_low_speed_fraction_max,-0.9185205748539723,0.9185205748539723,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_waiting_band_dwell_sec_mean,member_waiting_low_speed_time_sec_mean,0.9181909844317498,0.9181909844317498,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_speed_mps_mean,member_history_mean_speed_mps_min,0.9179149814854913,0.9179149814854913,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,veh3_speed_mps,veh3_closing_speed_mps,0.9176161310943068,0.9176161310943068,3091,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_waiting_band_dwell_sec_mean,member_waiting_low_speed_time_sec_max,0.9132368493742052,0.9132368493742052,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_waiting_band_dwell_sec_max,member_waiting_low_speed_time_sec_mean,0.9087037361496538,0.9087037361496538,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_vy_mps_mean,member_history_mean_vy_mps_min,0.9003884680053355,0.9003884680053355,3691,hard_same_concept_review_ge_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_y_displacement_m_mean,member_history_y_displacement_m_min,0.8989808377445261,0.8989808377445261,3691,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,veh2_speed_mps,veh2_closing_speed_mps,0.8986568741051163,0.8986568741051163,3299,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_distance_to_crossing_line_m_min,member_distance_to_crossing_line_m_max,0.8983908309497304,0.8983908309497304,3691,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_observed_fraction_mean,member_history_interpolated_fraction_mean,-0.894562040245621,0.894562040245621,3691,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_vy_mps_mean,member_history_y_displacement_m_min,0.8941398515183064,0.8941398515183064,3691,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_vy_mps_min,member_history_y_displacement_m_mean,0.8936708682657625,0.8936708682657625,3691,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,veh2_front_y_m,veh2_history_mean_front_y_m,0.8917484461552134,0.8917484461552134,3332,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,veh1_front_y_m,veh1_history_mean_front_y_m,0.8912258155705516,0.8912258155705516,3534,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_observed_fraction_min,member_history_interpolated_fraction_max,-0.8893754223803895,0.8893754223803895,3691,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_mean_speed_mps_mean,member_window_low_speed_fraction_mean,-0.8876183064568195,0.8876183064568195,3691,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,veh3_front_y_m,veh3_history_mean_front_y_m,0.8862061146259502,0.8862061146259502,3114,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
group_snapshot,member_history_observed_fraction_mean,member_history_interpolated_fraction_max,-0.8856296848262909,0.8856296848262909,3691,manual_review_0p80_to_0p90,False,Same-concept status and representative require explicit review.
